blue0,blue1,blue2,blue3,blue4,blue5,blue6,blue7,blue8,blue9,blue10,blue11,blue12,blue13,blue14,blue15,blue16,blue17,blue18,blue19,blue20,green0,green1,green2,green3,green4,green5,green6,green7,green8,green9,green10,green11,green12,green13,green14,green15,green16,green17,green18,green19,green20,red0,red1,red2,red3,red4,red5,red6,red7,red8,red9,red10,red11,red12,red13,red14,red15,red16,red17,red18,red19,red20,number_of_pic,x_1,x_2,y_1,y_2,weed/not weed
0.0,85.0,691.0,3781.0,11045.0,34711.0,30339.0,2628.0,89.0,16.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,1472.0,7025.0,25175.0,42669.0,6195.0,283.0,208.0,95.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,691.0,3781.0,11045.0,34711.0,30339.0,2628.0,89.0,16.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,644.0,966.0,0,259.2,0
0.0,2039.0,6728.0,10819.0,21147.0,21714.0,12280.0,5926.0,2291.0,411.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,2389.0,5720.0,11277.0,20777.0,17146.0,8985.0,3613.0,1690.0,1605.0,1540.0,1861.0,1601.0,1675.0,862.0,1347.0,793.0,0.0,0.0,0.0,0.0,2039.0,6728.0,10819.0,21147.0,21714.0,12280.0,5926.0,2291.0,411.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,644.0,966.0,259.2,518.4,1
0.0,4537.0,12915.0,19803.0,22891.0,14966.0,6442.0,1505.0,276.0,57.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,4284.0,8955.0,13677.0,16650.0,11738.0,3943.0,1955.0,2171.0,2172.0,1674.0,2797.0,3622.0,3812.0,3879.0,1533.0,42.0,0.0,0.0,0.0,0.0,4537.0,12915.0,19803.0,22891.0,14966.0,6442.0,1505.0,276.0,57.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,644.0,966.0,518.4,777.5999999999999,1
0.0,298.0,3731.0,12112.0,14405.0,19496.0,18119.0,8032.0,2724.0,1217.0,1015.0,622.0,549.0,652.0,279.0,102.0,30.0,4.0,2.0,9.0,0.0,0.0,0.0,412.0,2497.0,8581.0,17160.0,21279.0,11987.0,4205.0,2757.0,3319.0,3202.0,3054.0,2800.0,1713.0,430.0,2.0,0.0,0.0,0.0,0.0,0.0,298.0,3731.0,12112.0,14405.0,19496.0,18119.0,8032.0,2724.0,1217.0,1015.0,622.0,549.0,652.0,279.0,102.0,30.0,4.0,2.0,9.0,0.0,0,644.0,966.0,777.5999999999999,1036.8,1
0.0,62.0,653.0,4174.0,11328.0,29724.0,26737.0,8924.0,1659.0,182.0,155.0,52.0,26.0,31.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,219.0,1721.0,7708.0,25220.0,32613.0,12049.0,2081.0,522.0,432.0,567.0,324.0,117.0,88.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,653.0,4174.0,11328.0,29724.0,26737.0,8924.0,1659.0,182.0,155.0,52.0,26.0,31.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,644.0,966.0,1036.8,1296.0,1
0.0,27.0,1802.0,5522.0,11596.0,29149.0,27744.0,7278.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,2052.0,7168.0,22163.0,34032.0,13549.0,1526.0,1092.0,954.0,288.0,168.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1802.0,5522.0,11596.0,29149.0,27744.0,7278.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,322.0,0,259.2,1
0.0,3718.0,5329.0,10156.0,13502.0,17889.0,18083.0,11114.0,3366.0,191.0,24.0,3.0,17.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.0,4415.0,7667.0,13192.0,18087.0,19352.0,14335.0,4244.0,142.0,186.0,269.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3718.0,5329.0,10156.0,13502.0,17889.0,18083.0,11114.0,3366.0,191.0,24.0,3.0,17.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,322.0,259.2,518.4,1
0.0,1962.0,8050.0,19988.0,19948.0,15306.0,10631.0,5984.0,1331.0,164.0,23.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,1860.0,4819.0,11229.0,19331.0,17106.0,12075.0,4016.0,2571.0,3287.0,2775.0,1993.0,1427.0,605.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,1962.0,8050.0,19988.0,19948.0,15306.0,10631.0,5984.0,1331.0,164.0,23.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,322.0,518.4,777.5999999999999,1
0.0,569.0,9526.0,16934.0,16259.0,17496.0,14506.0,5386.0,1246.0,540.0,366.0,110.0,67.0,87.0,49.0,67.0,35.0,24.0,25.0,35.0,71.0,0.0,4.0,544.0,3182.0,11732.0,14665.0,14211.0,11805.0,3555.0,2871.0,4295.0,3741.0,2411.0,2650.0,2546.0,2477.0,2353.0,324.0,23.0,9.0,0.0,0.0,569.0,9526.0,16934.0,16259.0,17496.0,14506.0,5386.0,1246.0,540.0,366.0,110.0,67.0,87.0,49.0,67.0,35.0,24.0,25.0,35.0,71.0,1,0,322.0,777.5999999999999,1036.8,1
0.0,162.0,2480.0,10558.0,16418.0,29621.0,18579.0,4849.0,1018.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,419.0,3880.0,12203.0,22883.0,29008.0,9837.0,2372.0,190.0,156.0,343.0,441.0,645.0,504.0,791.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,2480.0,10558.0,16418.0,29621.0,18579.0,4849.0,1018.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,322.0,1036.8,1296.0,1
0.0,54.0,419.0,1772.0,6902.0,41714.0,28966.0,3496.0,62.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,1208.0,5284.0,37892.0,34212.0,4533.0,95.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,419.0,1772.0,6902.0,41714.0,28966.0,3496.0,62.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,322.0,644.0,0,259.2,0
0.0,2298.0,4587.0,7454.0,11663.0,24339.0,20407.0,10044.0,2217.0,304.0,46.0,18.0,12.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,3155.0,5324.0,9495.0,20079.0,26568.0,12807.0,2821.0,648.0,490.0,355.0,369.0,164.0,83.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2298.0,4587.0,7454.0,11663.0,24339.0,20407.0,10044.0,2217.0,304.0,46.0,18.0,12.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,322.0,644.0,259.2,518.4,1
0.0,1512.0,5930.0,14713.0,18517.0,16765.0,14458.0,10271.0,999.0,164.0,52.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,1083.0,4789.0,12919.0,17140.0,18988.0,12914.0,3760.0,2761.0,2491.0,1168.0,1304.0,1360.0,1298.0,1007.0,42.0,0.0,0.0,0.0,0.0,0.0,1512.0,5930.0,14713.0,18517.0,16765.0,14458.0,10271.0,999.0,164.0,52.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,322.0,644.0,518.4,777.5999999999999,1
0.0,2742.0,5016.0,11374.0,14627.0,17000.0,17113.0,9009.0,2336.0,1293.0,900.0,612.0,406.0,320.0,209.0,141.0,61.0,60.0,36.0,39.0,104.0,0.0,1603.0,1908.0,3759.0,7959.0,14981.0,19368.0,15297.0,5603.0,4676.0,3883.0,2741.0,1018.0,362.0,111.0,87.0,29.0,13.0,0.0,0.0,0.0,0.0,2742.0,5016.0,11374.0,14627.0,17000.0,17113.0,9009.0,2336.0,1293.0,900.0,612.0,406.0,320.0,209.0,141.0,61.0,60.0,36.0,39.0,104.0,1,322.0,644.0,777.5999999999999,1036.8,1
0.0,977.0,3383.0,12561.0,23183.0,25632.0,13515.0,3038.0,977.0,343.0,68.0,15.0,7.0,9.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,87.0,1219.0,5285.0,14811.0,29890.0,19205.0,6808.0,1943.0,1325.0,1233.0,653.0,195.0,221.0,391.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,3383.0,12561.0,23183.0,25632.0,13515.0,3038.0,977.0,343.0,68.0,15.0,7.0,9.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,1,322.0,644.0,1036.8,1296.0,1
0.0,466.0,2739.0,7209.0,11107.0,21702.0,29971.0,9927.0,145.0,104.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,885.0,3591.0,11137.0,20525.0,28250.0,16540.0,624.0,443.0,354.0,194.0,198.0,145.0,202.0,124.0,118.0,0.0,0.0,0.0,0.0,0.0,466.0,2739.0,7209.0,11107.0,21702.0,29971.0,9927.0,145.0,104.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,644.0,966.0,0,259.2,0
0.0,488.0,3375.0,7446.0,12248.0,27660.0,21531.0,8851.0,1317.0,313.0,42.0,20.0,15.0,16.0,21.0,12.0,14.0,9.0,13.0,7.0,0.0,0.0,76.0,1239.0,4932.0,10880.0,24903.0,27538.0,11687.0,1482.0,241.0,101.0,112.0,93.0,27.0,20.0,24.0,27.0,16.0,0.0,0.0,0.0,0.0,488.0,3375.0,7446.0,12248.0,27660.0,21531.0,8851.0,1317.0,313.0,42.0,20.0,15.0,16.0,21.0,12.0,14.0,9.0,13.0,7.0,0.0,1,644.0,966.0,259.2,518.4,0
6.0,4514.0,4696.0,6679.0,12880.0,11205.0,12605.0,15252.0,9899.0,3855.0,928.0,236.0,176.0,103.0,66.0,73.0,67.0,29.0,22.0,18.0,89.0,0.0,2029.0,3643.0,3595.0,6042.0,12314.0,15612.0,18953.0,10026.0,2197.0,1013.0,900.0,1042.0,889.0,3614.0,1313.0,171.0,23.0,22.0,0.0,0.0,6.0,4514.0,4696.0,6679.0,12880.0,11205.0,12605.0,15252.0,9899.0,3855.0,928.0,236.0,176.0,103.0,66.0,73.0,67.0,29.0,22.0,18.0,89.0,1,644.0,966.0,518.4,777.5999999999999,1
0.0,4270.0,11641.0,21317.0,19279.0,10346.0,9257.0,5782.0,942.0,183.0,116.0,60.0,56.0,33.0,34.0,27.0,13.0,6.0,8.0,5.0,23.0,0.0,953.0,6611.0,5503.0,8953.0,12491.0,12004.0,10448.0,5748.0,4980.0,5202.0,2372.0,1696.0,1555.0,2619.0,1736.0,482.0,45.0,0.0,0.0,0.0,0.0,4270.0,11641.0,21317.0,19279.0,10346.0,9257.0,5782.0,942.0,183.0,116.0,60.0,56.0,33.0,34.0,27.0,13.0,6.0,8.0,5.0,23.0,1,644.0,966.0,777.5999999999999,1036.8,1
0.0,1098.0,3732.0,13614.0,17370.0,20589.0,15064.0,9221.0,2190.0,245.0,67.0,47.0,35.0,59.0,30.0,55.0,37.0,42.0,50.0,46.0,129.0,0.0,129.0,1266.0,4799.0,12488.0,20465.0,19915.0,13225.0,3616.0,2882.0,2808.0,1261.0,491.0,162.0,85.0,52.0,76.0,0.0,0.0,0.0,0.0,0.0,1098.0,3732.0,13614.0,17370.0,20589.0,15064.0,9221.0,2190.0,245.0,67.0,47.0,35.0,59.0,30.0,55.0,37.0,42.0,50.0,46.0,129.0,1,644.0,966.0,1036.8,1296.0,1
0.0,0.0,421.0,3267.0,9279.0,30943.0,33979.0,5504.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1301.0,5976.0,25203.0,40497.0,10314.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,3267.0,9279.0,30943.0,33979.0,5504.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,322.0,0,259.2,0
0.0,1122.0,3051.0,4876.0,9888.0,23727.0,27927.0,9737.0,2583.0,456.0,18.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,2187.0,4063.0,8394.0,20675.0,31957.0,13228.0,2133.0,303.0,182.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.0,3051.0,4876.0,9888.0,23727.0,27927.0,9737.0,2583.0,456.0,18.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,322.0,259.2,518.4,0
0.0,1618.0,6480.0,14494.0,16240.0,22704.0,15165.0,5596.0,689.0,186.0,94.0,66.0,25.0,6.0,10.0,5.0,4.0,2.0,7.0,7.0,0.0,0.0,498.0,2893.0,5893.0,12957.0,24511.0,20348.0,6995.0,1682.0,1193.0,2344.0,2155.0,1281.0,575.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1618.0,6480.0,14494.0,16240.0,22704.0,15165.0,5596.0,689.0,186.0,94.0,66.0,25.0,6.0,10.0,5.0,4.0,2.0,7.0,7.0,0.0,2,0,322.0,518.4,777.5999999999999,1
0.0,810.0,5169.0,12897.0,17138.0,19029.0,14945.0,6793.0,2674.0,1184.0,735.0,629.0,423.0,349.0,190.0,164.0,69.0,53.0,74.0,34.0,39.0,0.0,122.0,708.0,2873.0,7205.0,17339.0,20323.0,13691.0,6434.0,3515.0,3206.0,2744.0,1758.0,1894.0,938.0,615.0,26.0,7.0,0.0,0.0,0.0,0.0,810.0,5169.0,12897.0,17138.0,19029.0,14945.0,6793.0,2674.0,1184.0,735.0,629.0,423.0,349.0,190.0,164.0,69.0,53.0,74.0,34.0,39.0,2,0,322.0,777.5999999999999,1036.8,0
0.0,108.0,1986.0,10647.0,11587.0,22220.0,19597.0,14305.0,2783.0,252.0,82.0,36.0,28.0,22.0,9.0,33.0,3.0,14.0,8.0,0.0,0.0,0.0,0.0,182.0,2009.0,10777.0,18515.0,25814.0,20702.0,4886.0,641.0,93.0,35.0,39.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1986.0,10647.0,11587.0,22220.0,19597.0,14305.0,2783.0,252.0,82.0,36.0,28.0,22.0,9.0,33.0,3.0,14.0,8.0,0.0,0.0,2,0,322.0,1036.8,1296.0,0
0.0,288.0,507.0,2020.0,10679.0,36673.0,27790.0,5320.0,88.0,9.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,388.0,1505.0,9560.0,37092.0,29767.0,4951.0,53.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,507.0,2020.0,10679.0,36673.0,27790.0,5320.0,88.0,9.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,322.0,644.0,0,259.2,0
0.0,914.0,2570.0,5367.0,10021.0,22853.0,25655.0,12284.0,2272.0,576.0,235.0,180.0,132.0,120.0,70.0,64.0,31.0,32.0,22.0,0.0,0.0,0.0,241.0,1773.0,4314.0,11050.0,21963.0,29029.0,11934.0,1850.0,520.0,330.0,190.0,97.0,56.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,914.0,2570.0,5367.0,10021.0,22853.0,25655.0,12284.0,2272.0,576.0,235.0,180.0,132.0,120.0,70.0,64.0,31.0,32.0,22.0,0.0,0.0,2,322.0,644.0,259.2,518.4,0
0.0,3380.0,6349.0,8991.0,12308.0,19408.0,19467.0,10663.0,2037.0,441.0,110.0,92.0,57.0,61.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214.0,3905.0,5805.0,10040.0,16712.0,21331.0,12239.0,2420.0,1006.0,985.0,978.0,1002.0,1173.0,1716.0,2487.0,385.0,0.0,0.0,0.0,0.0,0.0,3380.0,6349.0,8991.0,12308.0,19408.0,19467.0,10663.0,2037.0,441.0,110.0,92.0,57.0,61.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2,322.0,644.0,518.4,777.5999999999999,1
0.0,598.0,4935.0,14575.0,19441.0,18260.0,11619.0,5891.0,2201.0,1517.0,1386.0,837.0,682.0,510.0,403.0,291.0,108.0,83.0,35.0,17.0,9.0,0.0,147.0,376.0,1991.0,8300.0,16601.0,17342.0,10222.0,5727.0,4835.0,3955.0,3098.0,3075.0,3559.0,2732.0,1289.0,143.0,6.0,0.0,0.0,0.0,0.0,598.0,4935.0,14575.0,19441.0,18260.0,11619.0,5891.0,2201.0,1517.0,1386.0,837.0,682.0,510.0,403.0,291.0,108.0,83.0,35.0,17.0,9.0,2,322.0,644.0,777.5999999999999,1036.8,1
0.0,385.0,1853.0,14292.0,16019.0,20310.0,17570.0,8164.0,2951.0,620.0,255.0,228.0,215.0,196.0,77.0,134.0,77.0,42.0,57.0,45.0,230.0,0.0,216.0,626.0,2758.0,18181.0,22179.0,23297.0,10225.0,2839.0,819.0,870.0,362.0,275.0,199.0,245.0,205.0,141.0,85.0,68.0,75.0,55.0,0.0,385.0,1853.0,14292.0,16019.0,20310.0,17570.0,8164.0,2951.0,620.0,255.0,228.0,215.0,196.0,77.0,134.0,77.0,42.0,57.0,45.0,230.0,2,322.0,644.0,1036.8,1296.0,1
0.0,37.0,516.0,2544.0,13596.0,49028.0,16568.0,945.0,130.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,199.0,1300.0,8613.0,42842.0,28368.0,1889.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,516.0,2544.0,13596.0,49028.0,16568.0,945.0,130.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,644.0,966.0,0,259.2,0
0.0,827.0,2478.0,4819.0,12068.0,23734.0,19724.0,8472.0,6016.0,2341.0,769.0,372.0,331.0,249.0,222.0,211.0,215.0,137.0,94.0,72.0,247.0,0.0,510.0,1248.0,4372.0,10102.0,22530.0,23644.0,11600.0,5969.0,1386.0,555.0,437.0,306.0,347.0,170.0,157.0,65.0,0.0,0.0,0.0,0.0,0.0,827.0,2478.0,4819.0,12068.0,23734.0,19724.0,8472.0,6016.0,2341.0,769.0,372.0,331.0,249.0,222.0,211.0,215.0,137.0,94.0,72.0,247.0,2,644.0,966.0,259.2,518.4,0
0.0,1389.0,4133.0,8454.0,14625.0,21977.0,18897.0,10255.0,2845.0,329.0,113.0,62.0,69.0,61.0,36.0,43.0,54.0,52.0,4.0,0.0,0.0,0.0,292.0,1614.0,5241.0,11271.0,21616.0,22548.0,11989.0,2221.0,542.0,748.0,1003.0,1545.0,1564.0,744.0,395.0,65.0,0.0,0.0,0.0,0.0,0.0,1389.0,4133.0,8454.0,14625.0,21977.0,18897.0,10255.0,2845.0,329.0,113.0,62.0,69.0,61.0,36.0,43.0,54.0,52.0,4.0,0.0,0.0,2,644.0,966.0,518.4,777.5999999999999,1
0.0,402.0,3965.0,10400.0,13686.0,16151.0,17470.0,11940.0,4850.0,2301.0,693.0,368.0,262.0,223.0,195.0,139.0,90.0,49.0,46.0,47.0,121.0,0.0,0.0,140.0,1542.0,5436.0,15980.0,18375.0,14200.0,6452.0,3131.0,3039.0,3804.0,3549.0,2455.0,2102.0,1566.0,1359.0,265.0,3.0,0.0,0.0,0.0,402.0,3965.0,10400.0,13686.0,16151.0,17470.0,11940.0,4850.0,2301.0,693.0,368.0,262.0,223.0,195.0,139.0,90.0,49.0,46.0,47.0,121.0,2,644.0,966.0,777.5999999999999,1036.8,1
0.0,190.0,3253.0,13209.0,25089.0,23336.0,9243.0,5428.0,2898.0,545.0,214.0,106.0,66.0,22.0,18.0,24.0,28.0,3.0,7.0,7.0,34.0,0.0,21.0,404.0,3118.0,15163.0,26839.0,14224.0,7172.0,3550.0,1745.0,2032.0,915.0,779.0,1154.0,2149.0,3754.0,694.0,7.0,0.0,0.0,0.0,0.0,190.0,3253.0,13209.0,25089.0,23336.0,9243.0,5428.0,2898.0,545.0,214.0,106.0,66.0,22.0,18.0,24.0,28.0,3.0,7.0,7.0,34.0,2,644.0,966.0,1036.8,1296.0,1
